id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16884027,Historic Brownstone in Harlem,78930817,Santi,Manhattan,Harlem,40.80443,-73.94546,Entire home/apt,120,1,9,2017-04-17,0.31,1,0
16916926,Clean! Quiet! Near train and park!,420620,Kathryn,Brooklyn,Windsor Terrace,40.65998,-73.97811,Private room,70,3,0,,,1,0
17029902,Midsize room in Queens.,113558700,Berat,Queens,Rego Park,40.72727,-73.86223,Private room,30,1,59,2019-05-19,2.01,3,89
17095846,Amazing brownstone with private room!,96829433,Matthew,Brooklyn,Bedford-Stuyvesant,40.6924,-73.93485,Private room,55,5,14,2018-01-05,0.54,1,0
17097495,The Chester Himes Room at Harlem Townhouse,3236595,René,Manhattan,Harlem,40.80926,-73.94979,Private room,75,3,48,2019-06-19,1.64,4,9
17136721,Charming Room on Prime SoHo Block,41965551,Philip,Manhattan,SoHo,40.72576,-74.00266,Private room,80,1,131,2019-06-24,4.56,1,20
17151145,Quiet West Village Gem,4628742,Manesh,Manhattan,West Village,40.73394,-74.00302,Entire home/apt,125,1,6,2019-01-29,0.21,1,0
17242854,Yankee Stadium apartment in Bronx,8159536,Genae,Bronx,Concourse,40.83243,-73.92035,Private room,40,1,11,2019-02-20,0.42,3,239
17255526,Brooklyn Bushwick,112261228,Yuval,Brooklyn,Bushwick,40.69718,-73.92157,Private room,45,2,72,2019-06-29,2.54,1,51
17302836,Private room w/private bathroom near Central Park!,4428742,Banu,Manhattan,Upper East Side,40.76875,-73.95965,Private room,95,2,2,2017-06-11,0.07,1,0
17304849,Spacious Brownstone  1Bd,46493114,Cely,Brooklyn,Crown Heights,40.67756,-73.95427,Private room,56,4,34,2019-06-20,1.23,1,18
17317366,Manhattan Midtown Vacation Home away from Home,116870039,Jj,Manhattan,Kips Bay,40.74511,-73.9778,Entire home/apt,200,3,72,2019-06-21,2.55,1,249
17418006,Luxury Apt Close to JFK Airport,110858930,Cordelia,Queens,Cambria Heights,40.69206,-73.74546,Entire home/apt,169,2,65,2019-06-26,2.33,1,263
17448930,Huge apt in heart of Williamsburg,118110284,David,Brooklyn,Williamsburg,40.71447,-73.96234,Entire home/apt,160,7,3,2019-06-12,0.12,1,43
17496194,Cozy 1 bedroom apt in Astoria NY,15864671,Franc,Queens,Astoria,40.76984,-73.91815,Entire home/apt,130,4,0,,,1,83
17524075,Quiet & spacious east village/LES private bedroom,15730200,Ruishu,Manhattan,Lower East Side,40.72131,-73.98508,Private room,150,2,1,2019-04-20,0.37,1,0
17738174,Bayside Room  w/ 1 Bed,116746802,Christine,Queens,Bayside,40.74924,-73.75654,Private room,49,3,29,2019-06-16,1.07,5,96
17739111,Living Room in 2 Bedroom Apartment Brighton Beach,119523037,Anna,Brooklyn,Brighton Beach,40.58017,-73.9616,Shared room,50,1,1,2017-09-13,0.05,4,1
17828438,Lovely Bedroom in heart of East Village,23089531,Caitlin,Manhattan,East Village,40.72771,-73.98983,Private room,100,2,66,2019-06-12,2.39,3,27
17844682,MIDTOWN * UNICORN * TOWNHOUSE!!,22456949,Matthew,Manhattan,Hell's Kitchen,40.76616,-73.98916,Entire home/apt,484,2,107,2019-06-23,3.95,1,46
17848298,Quiet Home in Manhattan,9871522,Adam,Manhattan,Morningside Heights,40.81473,-73.96217,Entire home/apt,140,2,2,2018-05-07,0.14,1,0
17872922,Cozy 2-Bedroom in Williamsburg by the bridge,30494797,Terry,Brooklyn,Williamsburg,40.71185,-73.95806,Entire home/apt,100,20,10,2018-12-22,0.42,1,45
17904788,Sunny apartment close to manhattan,12194903,Martha,Brooklyn,Williamsburg,40.70896,-73.95119,Entire home/apt,150,7,0,,,1,0
17905460,Cozy Centrally Located Private Room in Bushwhick,8288491,Sofia,Brooklyn,Bushwick,40.69107,-73.91134,Private room,65,2,4,2018-05-21,0.15,2,0
18005542,Single Room in Family Apt,6122006,Allison,Manhattan,Morningside Heights,40.81131,-73.9582,Private room,45,1,76,2019-06-09,2.83,2,0
18075511,Inspiring & Motivational ⭐️,43352661,Charles,Manhattan,Washington Heights,40.84497,-73.93934,Private room,80,1,129,2019-06-21,4.7,3,365
18090441,Modern High-End Studio w/amenities,60786164,Kassandra,Brooklyn,Prospect-Lefferts Gardens,40.65661,-73.96053,Entire home/apt,76,1,2,2017-04-24,0.07,1,0
18148158,Spacious Bright and Modern Studio,124142417,Marlene,Brooklyn,Bushwick,40.6877,-73.9159,Entire home/apt,95,2,113,2019-06-24,4.15,2,6
18190480,Park Slope Gem full of natural light,28929752,Sarah,Brooklyn,Park Slope,40.67632,-73.97328,Entire home/apt,115,3,4,2018-05-20,0.23,1,0
18191456,Amazing Studio in Downtown Flushing,5962328,Alan,Queens,Flushing,40.75933,-73.82313,Entire home/apt,115,30,3,2019-05-24,0.12,15,7
18214015,Quiet Private Bedroom in the heart of Little Italy,41874064,Sheba,Manhattan,Little Italy,40.71836,-73.99777,Private room,90,1,106,2019-07-02,4.29,2,9
18236999,Penthouse with private terrace and bath,23269913,Patrick,Brooklyn,Bedford-Stuyvesant,40.68699,-73.92345,Private room,50,2,5,2017-12-16,0.19,1,0
18287688,UES one bedroom,57531995,Ashley,Manhattan,Upper East Side,40.77138,-73.94973,Entire home/apt,145,1,15,2018-04-29,0.62,1,0
18358644,Cozy room in the heart of Bushwick,127082964,Christopher,Brooklyn,Bushwick,40.70426,-73.92489,Private room,72,3,12,2018-04-22,0.47,2,0
18388152,EXTRA LARGE PRIVATE BEDROOM! TRIPLE SIZE CLOSET(B),126929216,Mel,Brooklyn,Crown Heights,40.67051,-73.94014,Private room,59,15,3,2019-05-31,0.16,3,311
18388706,Nice 2 bedroom in Upper West / Central Park.,18767676,Mike,Manhattan,Upper West Side,40.79864,-73.96364,Entire home/apt,149,3,0,,,1,0
18440017,Uptown Private Bedroom w/ Pvt Entrance & Full Bath,75973505,Jeanette,Manhattan,Washington Heights,40.86027,-73.9264,Private room,40,2,3,2019-01-02,0.42,1,276
18516103,Cosy place in the West Village,128210772,Max,Manhattan,West Village,40.73096,-74.00406,Private room,100,4,1,2017-05-19,0.04,1,0
18769652,Beautiful Williamsburg Loft,1890427,Rose & Brian,Brooklyn,Williamsburg,40.71813,-73.94502,Entire home/apt,250,2,9,2018-05-20,0.36,1,0
18913450,Light Filled Private Room,27982346,Christopher,Manhattan,East Harlem,40.79729,-73.93537,Private room,49,7,5,2017-12-29,0.21,1,0
19057619,living room in a 1br apt for rent  MANHATTAN,133037177,Ben,Manhattan,Inwood,40.86556,-73.92656,Private room,36,28,28,2019-05-31,1.12,1,106
19097111,*Private Room in Beautiful Brooklyn Apartment*,43595404,Diana,Brooklyn,Bedford-Stuyvesant,40.68154,-73.9534,Private room,69,2,6,2017-11-20,0.25,1,0
19162211,BK's Finest SHARED ROOM 1 BED AVAILABLE,50600973,Joyell,Brooklyn,Bushwick,40.69518,-73.92856,Shared room,50,1,24,2018-10-28,0.98,7,0
19207312,Huge bedroom w/ private living room in big house!,6287848,Will,Brooklyn,Prospect Heights,40.68117,-73.97461,Private room,100,2,22,2018-03-11,0.91,1,0
19221595,Brooklyn Designer 3 Bedrms free parking,131659,Ruth,Brooklyn,Bushwick,40.68267,-73.90576,Entire home/apt,148,3,79,2019-06-22,3.22,1,258
19227365,Master bedroom in large apt minutes from Manhattan,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.6829,-73.91295,Private room,55,1,119,2019-06-24,4.78,6,205
19306614,Big sunny room in Williamsburg,10369934,Tom,Brooklyn,Williamsburg,40.71112,-73.95797,Private room,85,14,0,,,1,0
19359445,Honeycomb hideout,135680128,Shoshannah,Bronx,Wakefield,40.90391,-73.85312,Entire home/apt,120,2,34,2019-06-22,1.42,1,77
19365218,Peaceful Private Bedroom in Brownstone with Garden,9530419,Mathilde,Brooklyn,Bedford-Stuyvesant,40.69201,-73.95795,Private room,55,2,3,2017-08-24,0.12,1,0
19387536,Loft in The Heart of Bushwick,17026738,Camila,Brooklyn,Williamsburg,40.70642,-73.92739,Entire home/apt,95,8,6,2018-07-23,0.25,1,0
19387694,Cool town house,14140453,Mark,Brooklyn,Carroll Gardens,40.68254,-73.99207,Entire home/apt,450,4,11,2018-12-29,0.44,1,2
19449463,Beautiful Williamsburg 1.5 BR-9 min to NYC!,8292927,Christian,Brooklyn,Williamsburg,40.7135,-73.94147,Entire home/apt,95,2,70,2019-06-21,2.9,2,22
19520991,Clean 1 bedroom in heart of NYC with Private deck,47988208,Colin,Manhattan,Murray Hill,40.74838,-73.98108,Entire home/apt,275,2,15,2019-03-17,0.65,1,5
19606247,Cozy Private Room in Chinatown/ Lower East Side,48035228,Chen,Manhattan,Two Bridges,40.71253,-73.99586,Private room,50,7,3,2017-08-27,0.12,1,0
19689686,Private comfy bedrm & bath Brookly NY,3148366,Maria,Brooklyn,Bedford-Stuyvesant,40.68861,-73.95377,Private room,55,3,0,,,1,0
19691108,Charming Studio in Historic Brooklyn Brownstone,31582668,Marci,Brooklyn,Bedford-Stuyvesant,40.68128,-73.93202,Entire home/apt,99,3,55,2019-06-02,2.48,1,74
19692421,Sunny studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74846,-73.97557,Entire home/apt,170,30,5,2019-03-30,0.22,50,323
19721338,2 Bedrooms Available in Upper West Manhattan,133274871,Deborah,Manhattan,Harlem,40.81513,-73.95685,Private room,51,5,0,,,1,0
19766555,1.5 Bed Condo in heart of Williamsburg,20163996,Russ,Brooklyn,Williamsburg,40.71441,-73.94527,Entire home/apt,140,3,4,2018-10-09,0.2,1,0
19803515,Little Italian Manor,139871943,Patrick,Manhattan,Nolita,40.72044,-73.99646,Private room,81,30,59,2019-06-15,2.47,3,111
19919747,Awesome Times Square 1 BR Loft in City Centre,142053,Jowelle,Manhattan,Hell's Kitchen,40.76054,-73.99066,Entire home/apt,199,2,59,2019-06-24,2.52,5,266
19983575,Private long room in Manhattan NYC,138515591,Anna Chiara,Manhattan,East Harlem,40.80257,-73.93987,Private room,46,30,5,2019-06-30,0.26,4,220
20034244,Two rooms in one. A family friendly neighborhood.,113295877,Jonathan,Staten Island,Tompkinsville,40.63529,-74.09068,Private room,59,3,26,2019-06-22,1.11,3,351
20053839,Greenpoint Guesthouse with 2 Private Patios,142483517,Andy,Brooklyn,Greenpoint,40.72854,-73.95627,Entire home/apt,150,3,27,2019-06-13,1.22,1,25
20057317,Cozy well decorated/located studio in Astoria,60370951,Emanuella,Queens,Astoria,40.77297,-73.92253,Entire home/apt,110,2,33,2019-06-20,1.49,2,305
20071791,The real Brooklyn experience in Greenpoint!,6026276,Janelle,Brooklyn,Greenpoint,40.73768,-73.95741,Private room,63,7,0,,,1,0
20189718,2 BR Apt - Great Midtown location off 5th Avenue,26490904,Deo,Manhattan,Midtown,40.76149,-73.97536,Entire home/apt,200,30,5,2018-10-19,0.26,4,280
20190343,Kid-Friendly Cobble Hill Brooklyn Home,52425281,Reedu,Brooklyn,Boerum Hill,40.68614,-73.99082,Entire home/apt,150,4,0,,,1,0
20227428,Douglaston Apartment Room A,18996093,Leonard,Queens,Little Neck,40.75794,-73.72956,Private room,45,1,12,2019-06-22,0.55,5,133
20325804,Downtown Manhattan  large studio with terrace,145011016,Mark,Manhattan,Financial District,40.70912,-74.00721,Entire home/apt,180,7,3,2019-04-24,0.14,1,20
20396246,Sunny Harlem Oasis feels like Luxury,57573249,Kesina,Manhattan,Harlem,40.81677,-73.93927,Entire home/apt,185,1,6,2017-11-26,0.26,2,0
20440400,East Village Getaway,42701042,Nick,Manhattan,East Village,40.72698,-73.98948,Entire home/apt,181,1,0,,,1,0
20573255,1 Bedroom Apt. Minutes from Manhattan - No Parties,146963216,Dora,Brooklyn,Prospect Heights,40.68048,-73.9654,Entire home/apt,105,2,61,2019-06-23,2.72,1,239
20582991,Private studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74844,-73.97713,Entire home/apt,130,30,1,2017-11-01,0.05,50,364
20583769,Comfy Room w/UPGRADE to entire apartment,166634,Lou,Brooklyn,Brownsville,40.66034,-73.91416,Private room,49,2,6,2019-06-11,2.2,5,191
20599362,1.5 bedroom in Williamsburg,11573901,Christine,Brooklyn,Williamsburg,40.711,-73.95827,Entire home/apt,185,2,1,2017-09-08,0.04,1,0
20602769,Huge 2 BR & 2 Bth Duplex w/ Private Patio & Roof,24323380,Jonathan,Brooklyn,Bedford-Stuyvesant,40.69315,-73.9565,Entire home/apt,180,3,1,2017-12-16,0.05,1,0
20639792,Contemporary bedroom in brownstone with nice view,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.68279,-73.9117,Private room,0,1,95,2019-06-21,4.37,6,232
20679396,旅客之家,64887490,Queen,Queens,Flushing,40.75895,-73.79196,Entire home/apt,80,2,86,2019-06-30,3.83,1,115
20689395,Calm Brownstone Charm in Clinton Hill,5402500,Johanna,Brooklyn,Clinton Hill,40.68541,-73.96188,Entire home/apt,114,12,27,2019-05-07,1.19,1,13
20763209,Clean Chinatown Studio,10388662,Frances,Manhattan,Chinatown,40.71515,-73.99863,Entire home/apt,145,4,13,2019-06-10,0.63,1,86
20812365,Cozy apartment,76227113,Omar,Manhattan,Morningside Heights,40.80246,-73.95972,Entire home/apt,245,2,57,2019-07-05,2.58,1,54
20812956,Chic 1 Bedroom with Empire State Views in NYC,27601846,Kristin,Manhattan,Harlem,40.80344,-73.95513,Entire home/apt,183,2,3,2017-09-15,0.13,1,37
20815250,A serene apartment to rejuvenate yourself.,12099193,Alex,Brooklyn,Greenpoint,40.73658,-73.95418,Entire home/apt,275,2,0,,,1,0
20976974,Light and airy room in Soho/Nolita,50028284,Tobi,Manhattan,Nolita,40.72234,-73.99625,Private room,110,7,0,,,1,0
20996070,Prime Location of Flushing Queens 豪华卧室 旅途中的家 B,63312104,Max,Queens,Flushing,40.7469,-73.8179,Private room,55,1,77,2019-06-23,3.58,6,365
20997574,Spacious & Bright apt in Soho (Top 1% ♥ NYC pick),40507331,Arnaud,Manhattan,Nolita,40.72169,-73.9965,Entire home/apt,325,2,8,2018-10-22,0.37,1,86
21026272,Douglaston (apt2) Room 2,18996093,Leonard,Queens,Douglaston,40.75573,-73.72931,Private room,45,1,17,2019-06-06,0.82,5,325
21048346,Room in Hell's Kitchen luxury building,4421545,Adam,Manhattan,Hell's Kitchen,40.76892,-73.99016,Private room,110,3,2,2018-02-06,0.09,1,0
21052514,Sunny Bushwick Apartment,126141244,Alice,Brooklyn,Bushwick,40.70393,-73.91427,Entire home/apt,120,2,1,2017-10-09,0.05,1,0
21056653,G2Newly Renovated Long Island City Room,79105834,Leo,Queens,Long Island City,40.75571,-73.9338,Private room,55,1,54,2019-06-22,2.54,9,265
21091844,Sunny Room in Queens,28270349,Jie,Queens,Flushing,40.76604,-73.79442,Private room,100,1,34,2018-10-31,1.65,2,189
21192430,Mint studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74839,-73.97683,Entire home/apt,195,30,0,,,50,364
21229168,Artsy Bowery Loft,40818755,Hadas,Manhattan,NoHo,40.72535,-73.99341,Entire home/apt,250,2,22,2019-05-28,1.04,1,89
21311003,Vickie's Home Away from Home,154232402,Vickie,Brooklyn,Bedford-Stuyvesant,40.68613,-73.94021,Entire home/apt,185,3,19,2019-07-02,1.03,1,363
21313668,A Beautiful Studio in Upper West Side,30426158,Bryan,Manhattan,Upper West Side,40.78456,-73.97933,Entire home/apt,150,4,2,2017-12-09,0.1,2,0
21314250,5 STAR COZY ROOM,154238443,Mrs,Bronx,Belmont,40.85579,-73.88512,Private room,29,3,9,2019-06-12,0.43,2,322
21367648,L.A.J Laughter & Joy Rest  Spot. Room # 3,154042156,Arlene,Brooklyn,Prospect-Lefferts Gardens,40.66066,-73.94409,Private room,100,2,24,2019-05-28,1.14,3,358
21378053,Special one bedroom in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74871,-73.9753,Entire home/apt,175,30,2,2019-01-19,0.11,50,365
21381555,NYC Dreamer,50760404,Jenifer,Brooklyn,Crown Heights,40.67178,-73.92362,Private room,80,1,108,2019-07-02,5.18,2,0
21426105,Private room in convenient East Harlem location,6105242,Jill,Manhattan,East Harlem,40.78671,-73.94153,Private room,60,14,1,2019-01-07,0.16,1,55
21588023,Seasonal Beautiful Exposed Brick Brownstone,134946389,Giovanni,Brooklyn,Bedford-Stuyvesant,40.68471,-73.93885,Private room,50,2,12,2019-06-21,0.61,5,10
21592497,Sunlit room in Financial District luxury apartment,52976247,Costanza,Manhattan,Financial District,40.70812,-74.00447,Private room,100,11,0,,,1,0
21609205,It's Always Sunny in Bed-Stuy!,19536596,Andrew,Brooklyn,Bedford-Stuyvesant,40.67653,-73.90814,Private room,48,1,106,2019-07-01,5.26,5,243
21618966,Beautiful & large room in Clinton Hill /Ft Greene,28478382,Andres,Brooklyn,Bedford-Stuyvesant,40.69129,-73.95983,Private room,70,3,12,2018-09-29,0.61,1,189
21619743,Cute one-bedroom apartment with exposed brick,9450412,Taelyr,Brooklyn,Crown Heights,40.67133,-73.94526,Entire home/apt,128,2,8,2018-10-21,0.4,1,0
21674032,Gigantic one bedroom in East Williamsburg Brooklyn,22507452,Joshua,Brooklyn,Williamsburg,40.70509,-73.94228,Entire home/apt,100,3,0,,,1,0
21684019,Greenpoint Gem With Lovely Patio and Backyard!,144017474,Kristin,Brooklyn,Greenpoint,40.73392,-73.95528,Entire home/apt,55,1,5,2019-06-30,0.29,2,0
21695929,Cozy private bedroom - 15 min. subway to Manhattan,99346174,David,Queens,Sunnyside,40.74549,-73.92465,Private room,50,5,0,,,1,0
21700026,Getaway in Brooklyn,631374,Jen,Brooklyn,Clinton Hill,40.6903,-73.96883,Private room,188,7,1,2017-12-10,0.05,1,83
21737409,Plant and Book lovers paradise in Hip Williamsburg,113121846,Caitlin,Brooklyn,Williamsburg,40.71106,-73.95954,Entire home/apt,130,3,3,2018-06-07,0.16,2,0
21752471,Cozy Attic Studio with Century-Old Charm,31583052,Sarah,Brooklyn,Sunset Park,40.66427,-73.99243,Entire home/apt,105,3,3,2018-06-26,0.16,1,0
21785426,Brooklyn Home with a Backyard!,5269420,Abigail,Brooklyn,Bedford-Stuyvesant,40.68739,-73.95405,Entire home/apt,125,2,2,2018-10-27,0.11,1,0
21849942,One bedroom in the Village,23443666,Shachar,Manhattan,West Village,40.73494,-74.00228,Entire home/apt,190,7,1,2018-01-05,0.05,1,0
21865637,Maple Place,159494837,Hongye,Queens,Far Rockaway,40.59722,-73.75937,Private room,68,1,66,2019-07-02,3.54,1,51
21889698,Humongous Crown Heights Prvt Room in spacious 2brm,15049077,Karanja,Brooklyn,Crown Heights,40.66373,-73.93222,Private room,55,30,1,2018-09-27,0.1,2,137
21920061,Cozy room in Manhattan,45731391,Laurence,Manhattan,Lower East Side,40.72147,-73.99054,Private room,85,1,4,2019-06-20,0.21,3,0
21950138,Beautiful 3 bedroom Brownstone in Boerum Hill,25321849,Anne,Brooklyn,Boerum Hill,40.6853,-73.98804,Entire home/apt,550,3,6,2019-05-27,0.42,2,14
21963398,4BR 2 Bath Williamsburg Apt with Private Roof,11310081,Chandler,Brooklyn,Williamsburg,40.71204,-73.95245,Entire home/apt,650,2,1,2019-01-01,0.16,1,0
21981703,Beautiful and Charming 2 Bedroom in Brooklyn!,2066240,Marcella,Brooklyn,Crown Heights,40.67405,-73.94419,Entire home/apt,12,3,0,,,1,0
21993629,Williamsburg Apartment with Private Backyard,1974292,Sara,Brooklyn,Williamsburg,40.71382,-73.94385,Entire home/apt,199,2,19,2019-07-01,1.03,1,297
22032210,Sunny Brooklyn Brownstone,67265708,Esteban,Brooklyn,Crown Heights,40.67712,-73.95132,Private room,110,7,0,,,1,89
22066430,Chic Williamsburg Mid-Century Apartment,20604809,Houman,Brooklyn,Williamsburg,40.71305,-73.95995,Entire home/apt,148,2,11,2019-06-23,0.58,1,64
22066893,Sweet 1 bedroom apt in 1881 Brooklyn Brownstone,5480385,Daniel,Brooklyn,Park Slope,40.67812,-73.9771,Entire home/apt,200,4,0,,,1,0
22074303,1 BR w/Kit Wyndham 45 Midtown- Great Location!,21844834,Charlene,Manhattan,Midtown,40.75228,-73.97195,Entire home/apt,350,4,0,,,1,0
22083540,Cozy 2br in the heart of Clinton Hill in Brooklyn,11365202,Carrie,Brooklyn,Clinton Hill,40.68882,-73.96049,Entire home/apt,160,3,38,2019-06-20,1.99,1,2
22085185,Beautiful large one bedroom in downtown Brooklyn,13775180,Rachel,Brooklyn,Downtown Brooklyn,40.69256,-73.99085,Entire home/apt,250,5,0,,,1,0
22102108,Great apartment in the heart of Manhattan!,20905481,Jamie And John,Manhattan,Hell's Kitchen,40.76028,-73.99014,Entire home/apt,179,1,125,2019-06-26,6.51,1,201
22120346,Bright Private Bedroom in Bushwick.,8739627,Tim,Brooklyn,Bushwick,40.69545,-73.91153,Private room,40,1,0,,,1,0
22122470,New Luxury Harlem Condo 2 bedrooms with Garden,161592215,Mukaram,Manhattan,East Harlem,40.80209,-73.93584,Entire home/apt,210,6,31,2019-06-21,1.68,2,276
22152376,Newly Renovated Gem | 1 Block to Subway | 2BD/2BA,161770518,Tamer,Brooklyn,East Flatbush,40.64701,-73.94965,Entire home/apt,195,2,65,2019-06-30,3.51,1,236
22231784,SUNNY WITH RIVER VIEWS - Private Balcony! -,13773574,Cecile,Manhattan,Midtown,40.76639,-73.98163,Entire home/apt,225,30,0,,,12,343
22247787,Amazing bedroom in Williamsburg!!,43816141,Ben,Brooklyn,Williamsburg,40.7087,-73.94519,Private room,70,3,3,2018-07-23,0.16,1,0
22262595,FiDi Beautiful & Spacious Private Room & Bathroom,48296060,Luis,Manhattan,Financial District,40.71086,-74.00464,Private room,128,3,4,2018-10-31,0.36,1,0
22278896,Affordable pied-a-Terre near south brooklyn ferry.,31069102,Cj,Brooklyn,Red Hook,40.67989,-74.00818,Entire home/apt,110,5,28,2019-04-09,1.53,1,0
22328208,Gorgeous Room in Heart of Harlem,29346825,Shemel,Manhattan,Harlem,40.81688,-73.94132,Private room,34,1,1,2017-12-22,0.05,1,0
22328585,Home sweet Harlem,154494056,Scarlet,Manhattan,Harlem,40.81991,-73.95248,Private room,75,1,4,2018-05-14,0.22,1,0
22370132,Shared HARLEM Loft w/ Private Bedroom/Bath Suite,163574555,Jeffrey,Manhattan,Harlem,40.81245,-73.95131,Private room,120,1,69,2019-07-05,3.73,1,277
22370339,Beautiful One Bedroom,163576102,Shonelle,Brooklyn,Flatbush,40.63547,-73.9632,Entire home/apt,64,30,2,2019-04-30,0.15,1,268
22399042,One bedroom in shared (but empty) apt in Harlem,96437032,Santiago,Manhattan,Harlem,40.82032,-73.95465,Shared room,37,20,0,,,1,0
22406109,COZY STUDIO IN THE HEART OF CENTRAL HARLEM!,54656266,Asya,Manhattan,Harlem,40.81911,-73.93794,Entire home/apt,90,2,38,2019-06-30,2.05,1,25
22435019,Splendid on The Park,5076827,Diane And Craig,Manhattan,Harlem,40.80638,-73.94415,Entire home/apt,180,3,29,2019-02-20,1.79,2,235
22464295,Lower East Side Newly renovated! #7,158969505,Karen,Manhattan,Lower East Side,40.72268,-73.99205,Entire home/apt,250,30,3,2019-04-30,0.37,9,264
22481246,1-bedroom apartment for up to  4 in Times Square.,92856787,Jessy,Manhattan,Hell's Kitchen,40.76011,-73.99571,Entire home/apt,250,1,75,2019-07-04,4.78,1,283
22629010,Fashion week stay!,165907758,Helen,Manhattan,Midtown,40.75301,-73.97277,Entire home/apt,200,7,0,,,1,0
22688059,Modern Bedstuy apartment,8992812,Reginald,Brooklyn,Bedford-Stuyvesant,40.6805,-73.92823,Entire home/apt,110,2,10,2019-06-30,0.68,1,0
22713294,Cozy Ridgewood Spot,58884411,Hubert,Queens,Ridgewood,40.70111,-73.89988,Private room,25,3,0,,,1,0
22959643,Luxury Harlem Apartment,6329693,Nicole,Manhattan,East Harlem,40.80189,-73.94483,Entire home/apt,130,3,3,2019-06-20,0.21,1,128
22969403,East Village Sunny 2 Bedroom Apartment in New York,52949531,Leah,Manhattan,East Village,40.72196,-73.98103,Entire home/apt,170,3,0,,,1,0
22977021,Spacious Room4 Rent Near Hospital in Staten Island,46723570,Kartikeya,Staten Island,South Beach,40.5895,-74.09663,Shared room,20,4,1,2018-02-02,0.06,1,0
23171129,Renovated 1BR Apt  -  close to Grand Central & UN,21689645,Fazli,Manhattan,Murray Hill,40.74668,-73.97309,Entire home/apt,145,10,2,2019-02-01,0.13,1,0
23184752,Large Sunny Clinton Hill/Bedstuy bedroom,172366460,Aaron,Brooklyn,Bedford-Stuyvesant,40.69076,-73.95883,Private room,70,1,18,2019-06-15,1.07,1,362
23285903,Your stylish home in Park Slope,10713617,Liberty,Brooklyn,South Slope,40.66459,-73.98553,Entire home/apt,260,2,6,2019-06-30,0.4,1,1
23293483,20 w 53Rd st full furnished 2BR,53179388,Raymond,Manhattan,Midtown,40.76126,-73.97628,Entire home/apt,500,180,0,,,10,363
23311374,The Bungalow at Bedford Avenue (Williamsburg),1119739,Luke,Brooklyn,Williamsburg,40.71794,-73.9595,Entire home/apt,125,6,11,2019-05-27,0.66,1,0
23392375,Home away from home in cozy BK apartment,23625464,Liz,Brooklyn,Bushwick,40.68831,-73.91866,Private room,30,3,1,2018-07-28,0.09,1,0
23421363,Private room amazing location Chelsea/Union Square,60133196,Javier,Manhattan,Chelsea,40.73974,-73.99563,Private room,80,3,0,,,1,0
23451817,Spacious 1BR Apartment,17487184,Emmanouela,Brooklyn,Williamsburg,40.71356,-73.95276,Entire home/apt,150,6,0,,,1,0
23529395,A cozy garden apartment,175778475,Christopher,Brooklyn,Crown Heights,40.67707,-73.94834,Entire home/apt,145,2,66,2019-07-01,4.85,1,158
23702356,The Yellow CropTop in Harlem NYC,177562935,Virginia,Manhattan,Harlem,40.81274,-73.9455,Private room,147,1,3,2019-04-22,0.3,2,57
23710983,Private light filled room in spacious apartment,5192686,Shani & Emily,Brooklyn,Prospect-Lefferts Gardens,40.65626,-73.9577,Private room,75,4,6,2019-01-01,0.39,2,0
23744530,Very Spacious 1BR with Park View,3447309,Mie,Manhattan,Harlem,40.80201,-73.95774,Entire home/apt,89,5,1,2018-12-09,0.14,2,7
23792606,Newest private room / 15 mins to Manhattan,178543960,Sergii,Brooklyn,Greenpoint,40.72161,-73.94115,Private room,65,30,3,2019-04-02,0.19,10,341
23976700,HUGE ARTSY DESIGNER APRT IN CHINATOWN W/ ELEVATOR,7988008,Emily,Manhattan,Chinatown,40.71336,-73.99263,Entire home/apt,210,1,16,2019-05-04,1.04,1,318
23995936,FLATIRON LUXURY HIGHRISE//STUNNING VIEWS//4 BEDS!!,180548427,Navi,Manhattan,Midtown,40.74562,-73.98511,Entire home/apt,620,4,38,2019-07-06,2.52,1,309
24179288,**Amazing Private Room 20 min to manhattan,154258141,Elsie,Brooklyn,Bushwick,40.68994,-73.91371,Private room,60,2,41,2019-06-24,2.78,10,359
24234030,UES 1 bedroom as if you appropriated it yourself!,39083533,Charles,Manhattan,Upper East Side,40.77181,-73.9574,Entire home/apt,222,2,0,,,1,32
24308589,Stunning Central Park 1 bedroom,101328784,Stive Alexander,Manhattan,Upper West Side,40.78243,-73.97265,Entire home/apt,265,7,13,2019-05-30,0.98,1,130
24373776,Spacious bedroom in Washington Heights,6024063,Bree,Manhattan,Washington Heights,40.84821,-73.94153,Private room,50,2,1,2019-07-06,1.0,1,25
24621401,Charming Art Deco Apartment on Central Park,42795691,Tony,Manhattan,Upper West Side,40.78925,-73.96757,Entire home/apt,139,6,21,2019-06-30,1.83,1,116
